WALIS AAR ID,Is this datapoint public?,Reference(s),IGSN,Sample ID,Analysis ID,Reported ID,Date of analysis,Laboratory name,Sample Type,Taxonomy,Sample position,Whole-Rock?,Grain Size (μm),Carbonate (%),Fraction (μm),Notes and comments on sample quality,Collection Context,Depth of burial (m),Accepted?,Reason for rejection,Reported Latitude,Reported Longitude,Latitude (decimal degrees),Longitude (decimal degrees),Are Lat/Long estimated?,Original elevation datum used,Elevation measurement method,Reported elevation (m),Reported elevation uncertainty (m),Elevation above MSL (m),Elevation uncertainty used (m),Elevation comments,Age is Older/Equal/Younger than,Marine Isotopic Stage,Comments/details on MIS designation,Reported age (ka),Reported age uncertainty (±2σ) (ka),Current Annual Mean Temperature (°C),Preparation procedure,Method of chromatography,Stationary phase of the column,Number of replicates (samples),Number of sample replicates (injections),Ratio type,Pyrolysis experiment available,Level of uncertainty,Aspartic,Aspartic uncertainty,Glutamic,Glutamic uncertainty,Serine,Serine uncertainty,Alanine,Alanine uncertainty,Valine,Valine uncertainty,*A/I,*A/I uncertainty,Leucine,Leucine uncertainty,Notes/Comments,Independent age constraints available?,Calibration data available?,Are free AAR ratios available?,Level of uncertainty free AAR,Aspartic (free AAR),Aspartic uncertainty (free AAR),Glutamic (free AAR),Glutamic uncertainty (free AAR),Serine (free AAR),Serine uncertainty (free AAR),Alanine (free AAR),Alanine uncertainty (free AAR),Valine (free AAR),Valine uncertainty (free AAR),*A/I (free AAR),*A/I uncertainty (free AAR),Leucine (free AAR),Leucine uncertainty (free AAR),Notes/Comments free AAR,Calibration method,Amino Acid age equation,Calibration laboratory,Calibration laboratory ID,Calibration reference,Calibration D/L value,Calibration D/L value uncertainty (±1σ),Calibration age (ka),Calibration age (ka) uncertainty (±1σ),Independent age choice,Independent age method,Independent age laboratory,Independent age laboratory ID,Independent age result,Independent age reference,U-Series age constraint,ESR age constraint,Luminescence age constraint,Stratigraphic age constraint,Record created by,Record updated by,Last Update
7,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-006,PI83-006-001,BJP-060,,Unknown,wood fragment,,wood fragment,No,,,,,"Wood sample collected from Ihaha Formation, east of type section.",unknown,Yes,,,,-39.585700,174.176700,No,, ,N/A,N/A,N/A,N/A,,Equal to,MIS 5a,MIS 5a,80.00,20.00,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.030,,,,"Age determined by extent of isoleucine epimerisation and calibrated against 4 wood samples closely underlying a rhyolitic tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. Details in Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.
AAR calibration samples: BJP-0029, BJP-0028, BJP-0027, BJP-0026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:22:33
6,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-007,PI83-007-001,BJP-010,,Unknown,wood fragment,,wood fragment,No,,,,Sample comes from a lignite deposit,"Wood sample collected from Manaia Lignite, overlying the Inaha Formation, within the Inaha Terrace sequence. This sample was collected from the lignite unit Inaha C (informal palynological zone).
Context from McGlone et al., 1984",33,Yes,,,,-39.584890,174.168600,,High Tide Level, ,7.00,1.00,N/A,N/A,Elevation above high water mark.,Equal to,MIS 5a,MIS 5a,95.00,20.00,,Analytical methods as Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.034,,,,"Age determined by extent of isoleucine epimerisation and calibrated against 4 wood samples closely underlying a rhyolitic tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. Details in Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.
AAR calibration samples: BJP-0029, BJP-0028, BJP-0027, BJP-0026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:21:09
5,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-008,PI83-008-001,BJP-014,,Unknown,wood fragment,,wood fragment,No,,,,Sample comes from a lignite deposit,"Wood sample collected from Opunake Formation, overlying the Inaha Formation, within the Inaha Terrace sequence. This sample was collected from the lignite unit Inaha F (informal palynological zone).
Context description from McGlone et al., 1984",11.5,Yes,,,,-39.584890,174.168600,No,High Tide Level, ,27.00,1.00,N/A,N/A,elevation above high water mark,Equal to,MIS 3,MIS 3,30.00,20.00,,Analytical methods as Lee et al (1976) without desalting step.,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.018,,,,"Age determined by extent of isoleucine epimerisation and calibrated against 4 wood samples closely underlying a rhyolitic tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. Details in Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.
AAR calibration samples: BJP-0029, BJP-0028, BJP-0027, BJP-0026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-10 17:30:21
4,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-009,PI83-009-001,BJP-015,,Unknown,wood fragment,,wood fragment,No,,,,Sample comes from a lignite deposit,"Wood sample collected from Opunake Formation, overlying the Inaha Formation, within the Inaha Terrace sequence. This sample was collected from the centre of unit Inaha F (informal palynological zone) and also radiocarbon dated (ANU1887) to 33,300 +/- 1100 years B.P.
Context description from McGlone et al, 1984",11,Yes,,,,-39.584890,174.168600,,High Tide Level, ,27.50,0.50,N/A,N/A,Elevation above high water mark.,Equal to,MIS 3,MIS 3,25.00,20.00,,"Analytical methods are as Lee et al (1976) without desalting step. 
",modified Technicon amino acid autoanalyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.016,,,,"Age determined by extent of isoleucine epimerisation and calibrated against 4 wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. Details in Pillans & Kohn, 1981. ",Yes,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples listed below]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.
Calibrated with: BJP-029, BJP-028, BJP-027, BJP-026 (WALIS Sample ID: PI83-013, PI83-014, PI83-015, PI83-016)",integrated rate equation,,,,0.112,,370.00,50.000,General_definition,Radiocarbon analysis ,Australian National University,ANU-1887,"33,000 +/- 1100","Pillans, 1983",,,,,Deirdre Ryan,Deirdre Ryan,2020-06-10 17:31:24
117,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-010,PI83-010-001,BJP-042,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.859276,174.805627,No,, ,N/A,N/A,N/A,N/A,,Older than,MIS 5a,Age falls between timing of MIS 5a and MIS 5c high sea-level events.,90.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.034,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. Details in Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:36:08
118,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-011,PI83-011-001,BJP-034,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.643079,174.339094,No,, ,N/A,N/A,N/A,N/A,,Equal to,MIS 5e,age is mean determined from two D/L values,115.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.040,,,,"D/Lvalue average: 0.041 & 0.038.
Age determined by extent of isoleucine epimerisation, calibrated against wood samples closely underlying the Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:37:14
119,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-012,PI83-012-001,BJP-035,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from Rapanui Terrace,unknown,Yes,,,,-39.643079,174.339094,No,, ,N/A,N/A,N/A,N/A,,Equal to,MIS 5e,,120.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.041,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:37:40
121,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-013,PI83-013-001,BJP-030,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.593189,174.215386,No,, ,N/A,N/A,N/A,N/A,,Equal to,MIS 5e,MIS 5e,130.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.044,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:38:09
123,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-014,PI83-014-001,BJP-031,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.593189,174.215386,No,, ,N/A,N/A,N/A,N/A,,Older than,MIS 5a,minimum age,90.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.034,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:39:16
124,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-015,PI83-015-001,BJP-032,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.593189,174.215386,No,, ,N/A,N/A,N/A,N/A,,Equal to,MIS 5e,,115.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.039,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:40:10
125,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-016,PI83-016-001,BJP-018,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.864856,174.653821,No,, ,N/A,N/A,N/A,N/A,,Older than,MIS 5a,,90.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.034,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:41:06
126,1,"Pillans, 1983
 Ryan et al., 2020",,PI83-017,PI83-017-001,BJP-033,,Unknown,wood fragment ,,wood fragment,No,,,,,Wood sample collected from lignite overlying Rapanui Terrace,unknown,Yes,,,,-39.600730,174.304671,No,, ,N/A,N/A,N/A,N/A,,Equal to,MIS 5a,,80.00,,,Analytical methods as described by Lee et al (1976) except no desalting step,modified Technicon amino acid auto-analyzer,,,,peak area,No.,1-sigma,,,,,,,,,,,0.030,,,,"Age determined by extent of isoleucine epimerisation and calibrated against wood samples closely underlying the rhyolitic Rangitawa tephra, fission-track dated at 370,000 +/- 50,000 15 km NE of Hawera. See Pillans & Kohn, 1981. ",No,Yes,No,N/A,,,,,,,,,,,,,,,,"From publication: The calibration method of age determination was employed using a mean D/L ratio of 0.112 and a mean age of 400,000 yr for four wood samples from the lignite at locality 3 [see samples PI83-01, 02, 03, 04]. An initial D/L ratio of 0.01 was assumed for all calculations and is based on analysis of yong radiocarbon-dated samples. A value of 0.86 for the equilibrium constant for isoleucine epimerization in wood was determined by Lee et al (1976) and was used in this study. Substitution of these values in the integrated rate equation for AAR (see Bada and Schroeder, 1972) yields an in situ forward rate constant KL = 2.59 x 10-7 yr-1 [see publication for super- and sub-script], wich was then used to calculate ages for all other samples. This calculation assumes that all samples have had similar diagenetic histories (particularly temperature) and that no contamination is present. Because all samples were deeply buried and lie within a climatically and geologically uniform region and because the dates are stratigraphically consistent, these assumptions appear reasonable. No attempt was made to restrict analyses to a single tree species.

AAR Calibration samples: BJP-029, BJP-028, BJP-027, BJP-026",integrated rate equation,,,1084,0.112,,370.00,50.000,,,,,,,,,,,Deirdre Ryan,Deirdre Ryan,2020-06-12 17:41:48
